point_id,latitude,longitude,timestamp,precipitation_total,source
P79,14.574987651023136,121.0537909861958,2025-10-19T06:00:00,11.4,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T07:00:00,3.03,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T08:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T09:00:00,1.77,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T10:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T11:00:00,14.97,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T12:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T13:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T14:00:00,8.04,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T15:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T16:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T17:00:00,9.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T18:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T19:00:00,1.88,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T20:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T21:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T22:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-19T23:00:00,1.01,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T00:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T01:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T02:00:00,15.69,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T03:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T04:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T05:00:00,7.45,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T06:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T07:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T08:00:00,3.33,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T09:00:00,0.89,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T10:00:00,0.0,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T11:00:00,18.78,synthetic
P79,14.574987651023136,121.0537909861958,2025-10-20T12:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T06:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T07:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T08:00:00,12.91,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T09:00:00,18.44,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T10:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T11:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T12:00:00,0.78,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T13:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T14:00:00,2.41,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T15:00:00,15.56,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T16:00:00,22.72,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T17:00:00,9.62,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T18:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T19:00:00,4.38,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T20:00:00,25.47,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T21:00:00,6.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T22:00:00,0.92,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-19T23:00:00,1.96,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T00:00:00,9.56,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T01:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T02:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T03:00:00,16.92,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T04:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T05:00:00,6.13,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T06:00:00,17.62,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T07:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T08:00:00,0.54,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T09:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T10:00:00,8.3,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T11:00:00,0.0,synthetic
P119,14.639607320234257,121.04366219209513,2025-10-20T12:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T06:00:00,2.73,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T07:00:00,10.18,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T08:00:00,8.25,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T09:00:00,3.87,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T10:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T11:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T12:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T13:00:00,37.31,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T14:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T15:00:00,8.83,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T16:00:00,19.91,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T17:00:00,14.76,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T18:00:00,23.34,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T19:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T20:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T21:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T22:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-19T23:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T00:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T01:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T02:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T03:00:00,0.61,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T04:00:00,15.57,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T05:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T06:00:00,0.0,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T07:00:00,7.29,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T08:00:00,8.28,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T09:00:00,15.16,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T10:00:00,11.73,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T11:00:00,8.77,synthetic
P101,14.618251026210633,121.00081747993669,2025-10-20T12:00:00,0.0,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T06:00:00,7.92,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T07:00:00,0.0,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T08:00:00,0.0,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T09:00:00,29.44,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T10:00:00,11.1,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T11:00:00,0.0,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T12:00:00,15.23,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T13:00:00,17.55,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T14:00:00,10.29,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T15:00:00,1.62,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T16:00:00,0.0,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T17:00:00,3.84,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T18:00:00,9.35,synthetic
P173,14.701194499848134,121.06477544618612,2025-10-19T19:00:00,5.03,synthetic
