point_id,Latitude,Longitude,timestamp,precipitation_total,source,SPI,SPI_norm,SPI_class,Var,FDI,FDI_class
P79,14.574987651023136,121.0537909861958,2025-10-19T06:00:00,11.4,synthetic,0.4967124079812969,0.5827854013302162,normal,3,0.4251045837691874,medium
P79,14.574987651023136,121.0537909861958,2025-10-19T07:00:00,3.03,synthetic,-0.1385631311667636,0.4769061448055394,normal,3,0.2787426473446968,low
P79,14.574987651023136,121.0537909861958,2025-10-19T08:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T09:00:00,1.77,synthetic,-0.234196008027762,0.460967331995373,normal,3,0.25371871123273554,low
P79,14.574987651023136,121.0537909861958,2025-10-19T10:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T11:00:00,14.97,synthetic,0.7676722257541256,0.6279453709590209,wet,3,0.4865646119234488,medium
P79,14.574987651023136,121.0537909861958,2025-10-19T12:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T13:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T14:00:00,8.04,synthetic,0.2416914030186345,0.5402819005031058,normal,3,0.3685749276691306,medium
P79,14.574987651023136,121.0537909861958,2025-10-19T15:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T16:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T17:00:00,9.0,synthetic,0.3145545472936809,0.5524257578822801,normal,3,0.38472625798343246,medium
P79,14.574987651023136,121.0537909861958,2025-10-19T18:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T19:00:00,1.88,synthetic,-0.2258471060795796,0.4623588156534033,normal,3,0.25590334057584313,low
P79,14.574987651023136,121.0537909861958,2025-10-19T20:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T21:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T22:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-19T23:00:00,1.01,synthetic,-0.2918793305788404,0.4513534449035266,normal,3,0.23862490849853665,low
P79,14.574987651023136,121.0537909861958,2025-10-20T00:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-20T01:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-20T02:00:00,15.69,synthetic,0.8223195839604104,0.6370532639934018,wet,3,0.4991335043108944,medium
P79,14.574987651023136,121.0537909861958,2025-10-20T03:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-20T04:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-20T05:00:00,7.45,synthetic,0.196910928932929,0.5328184881554882,normal,3,0.3586485892467992,medium
P79,14.574987651023136,121.0537909861958,2025-10-20T06:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-20T07:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-20T08:00:00,3.33,synthetic,-0.1157933985808116,0.4807011002365314,normal,3,0.28470072737135427,low
P79,14.574987651023136,121.0537909861958,2025-10-20T09:00:00,0.89,synthetic,-0.3009872236132211,0.4498354627311298,normal,3,0.23624167648787373,low
P79,14.574987651023136,121.0537909861958,2025-10-20T10:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P79,14.574987651023136,121.0537909861958,2025-10-20T11:00:00,18.78,synthetic,1.0568478295957158,0.6761413049326194,wet,3,0.5530750008070147,medium
P79,14.574987651023136,121.0537909861958,2025-10-20T12:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-19T06:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-19T07:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-19T08:00:00,12.91,synthetic,0.6113200619972552,0.6018866769995426,wet,3,0.4506036142593687,medium
P119,14.639607320234257,121.04366219209513,2025-10-19T09:00:00,18.44,synthetic,1.03104213266497,0.6718403554441617,wet,3,0.5471396905129431,medium
P119,14.639607320234257,121.04366219209513,2025-10-19T10:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-19T11:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-19T12:00:00,0.78,synthetic,-0.3093361255614035,0.4484439790730994,normal,3,0.234057047144766,low
P119,14.639607320234257,121.04366219209513,2025-10-19T13:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-19T14:00:00,2.41,synthetic,-0.1856205785110644,0.4690632369148226,normal,3,0.2664292819562714,low
P119,14.639607320234257,121.04366219209513,2025-10-19T15:00:00,15.56,synthetic,0.8124526998398313,0.6354087833066385,wet,3,0.4968641209631611,medium
P119,14.639607320234257,121.04366219209513,2025-10-19T16:00:00,22.72,synthetic,1.3558903175578851,0.7259817195929809,wet,3,0.6218547730383136,high
P119,14.639607320234257,121.04366219209513,2025-10-19T17:00:00,9.62,synthetic,0.3616119946379816,0.5602686657729969,normal,3,0.39515732547808585,medium
P119,14.639607320234257,121.04366219209513,2025-10-19T18:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-19T19:00:00,4.38,synthetic,-0.0360993345299797,0.4939834442450033,normal,3,0.3055540074646551,medium
P119,14.639607320234257,121.04366219209513,2025-10-19T20:00:00,25.47,synthetic,1.564612866262445,0.7607688110437408,very_wet,3,0.6698609592403624,high
P119,14.639607320234257,121.04366219209513,2025-10-19T21:00:00,6.0,synthetic,0.086857221434161,0.5144762035723601,normal,3,0.3342533507512389,medium
P119,14.639607320234257,121.04366219209513,2025-10-19T22:00:00,0.92,synthetic,-0.2987102503546259,0.450214958274229,normal,3,0.23683748449053954,low
P119,14.639607320234257,121.04366219209513,2025-10-19T23:00:00,1.96,synthetic,-0.2197751773899924,0.4633708037683346,normal,3,0.25749216191628527,low
P119,14.639607320234257,121.04366219209513,2025-10-20T00:00:00,9.56,synthetic,0.3570580481207913,0.5595096746867986,normal,3,0.39414786733344204,medium
P119,14.639607320234257,121.04366219209513,2025-10-20T01:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-20T02:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-20T03:00:00,16.92,synthetic,0.9156754875628136,0.652612581260469,wet,3,0.5206053621394471,medium
P119,14.639607320234257,121.04366219209513,2025-10-20T04:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-20T05:00:00,6.13,synthetic,0.0967241055547402,0.5161206842591234,normal,3,0.33644051006463405,medium
P119,14.639607320234257,121.04366219209513,2025-10-20T06:00:00,17.62,synthetic,0.9688048635967016,0.6614674772661169,wet,3,0.5328251186272412,medium
P119,14.639607320234257,121.04366219209513,2025-10-20T07:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-20T08:00:00,0.54,synthetic,-0.3275519116301651,0.4454080147283057,normal,3,0.22929058312343992,low
P119,14.639607320234257,121.04366219209513,2025-10-20T09:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-20T10:00:00,8.3,synthetic,0.261425171259793,0.5435708618766322,normal,3,0.37294924629592074,medium
P119,14.639607320234257,121.04366219209513,2025-10-20T11:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P119,14.639607320234257,121.04366219209513,2025-10-20T12:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
P101,14.618251026210633,121.00081747993669,2025-10-19T06:00:00,2.73,synthetic,-0.1613328637527156,0.4731111893745474,normal,3,0.2727845673180393,low
P101,14.618251026210633,121.00081747993669,2025-10-19T07:00:00,10.18,synthetic,0.404115495465092,0.5673525825775153,normal,3,0.4045789348280953,medium
P101,14.618251026210633,121.00081747993669,2025-10-19T08:00:00,8.25,synthetic,0.2576302158288009,0.5429383693048001,normal,3,0.37210803117538405,medium
P101,14.618251026210633,121.00081747993669,2025-10-19T09:00:00,3.87,synthetic,-0.074807879926098,0.487532020012317,normal,3,0.2954252714193376,low
P101,14.618251026210633,121.00081747993669,2025-10-19T10:00:00,0.0,synthetic,-0.3685374302848787,0.4385770949525202,normal,3,0.2185660390754566,low
